InvoiceId,Date,VATPeriod,CompanyId,Sector,SizeCategory,BuyerId,BuyerSector,BuyerSizeCategory,Good,Quantity,ExciseDutyRate,TotalObligation,ActualPayment,PaymentFactor,ComplianceCategory,UnderPayment
INV3406752,2024-08-13,2024 Q3,2058,Importer,Medium,1598,Distributors,Large,Wine_Imported,91.273026,10.67,973.88,960.64,0.9864,compliant,13.24
INV3408716,2024-08-13,2024 Q3,2054,Importer,Medium,1599,Distributors,Medium,Coffee_Beans_Imported,74.188334,25.0,1854.71,1779.79,0.9596,compliant,74.91
INV3408722,2024-08-13,2024 Q3,2035,Importer,Small,1599,Distributors,Medium,Wine_Imported,182.924493,10.67,1951.8,1245.05,0.6379,partially_compliant,706.75
INV3408723,2024-08-13,2024 Q3,2042,Importer,Large,1599,Distributors,Medium,Beer_Imported,84.555429,3.0,253.67,154.29,0.6083,partially_compliant,99.37
INV3410321,2024-08-13,2024 Q3,2030,Importer,Small,1600,Distributors,Small,Beer_Imported,324.603077,3.0,973.81,973.81,1.0,compliant,0.0
INV3412055,2024-08-13,2024 Q3,2050,Importer,Medium,1601,Distributors,Medium,Coffee_Beans_Imported,15.866,25.0,396.65,284.62,0.7176,partially_compliant,112.03
INV3412056,2024-08-13,2024 Q3,2025,Importer,Small,1601,Distributors,Medium,Wine_Imported,44.338,10.67,473.09,295.33,0.6243,partially_compliant,177.76
INV3412057,2024-08-13,2024 Q3,2061,Importer,Small,1601,Distributors,Medium,Beer_Imported,121.634,3.0,364.9,0.0,0.0,non_compliant,364.9
INV3414083,2024-08-13,2024 Q3,2052,Importer,Small,1602,Distributors,Small,Coffee_Beans_Imported,63.317381,25.0,1582.93,1516.21,0.9578,compliant,66.73
INV3414086,2024-08-13,2024 Q3,2016,Importer,Medium,1602,Distributors,Small,Beer_Imported,100.09018,3.0,300.27,23.13,0.077,non_compliant,277.14
INV3414087,2024-08-13,2024 Q3,2061,Importer,Small,1602,Distributors,Small,Wine_Imported,248.465069,10.67,2651.12,0.0,0.0,non_compliant,2651.12
INV3415858,2024-08-13,2024 Q3,2071,Importer,Small,1603,Distributors,Small,Wine_Imported,109.747055,10.67,1171.0,813.56,0.6948,partially_compliant,357.44
INV3417706,2024-08-13,2024 Q3,2035,Importer,Small,1604,Distributors,Small,Coffee_Beans_Imported,19.419,25.0,485.48,309.68,0.6379,partially_compliant,175.79
INV3417711,2024-08-13,2024 Q3,2042,Importer,Large,1604,Distributors,Small,Wine_Imported,66.452,10.67,709.04,431.28,0.6083,partially_compliant,277.76
INV3417712,2024-08-13,2024 Q3,2020,Importer,Small,1604,Distributors,Small,Beer_Imported,61.751,3.0,185.25,133.14,0.7187,partially_compliant,52.12
INV3419567,2024-08-13,2024 Q3,2048,Importer,Small,1605,Distributors,Small,Coffee_Beans_Imported,59.243976,25.0,1481.1,1467.86,0.9911,compliant,13.24
INV3419571,2024-08-13,2024 Q3,2050,Importer,Medium,1605,Distributors,Small,Beer_Imported,211.002827,3.0,633.01,454.22,0.7176,partially_compliant,178.79
INV3421479,2024-08-13,2024 Q3,2049,Importer,Large,1606,Distributors,Medium,Coffee_Beans_Imported,52.462367,25.0,1311.56,1264.05,0.9638,compliant,47.51
INV3421482,2024-08-13,2024 Q3,2033,Importer,Small,1606,Distributors,Medium,Beer_Imported,27.118126,3.0,81.35,80.47,0.9892,compliant,0.88
INV3421483,2024-08-13,2024 Q3,2053,Importer,Large,1606,Distributors,Medium,Wine_Imported,300.341519,10.67,3204.64,0.0,0.0,non_compliant,3204.64
INV3423509,2024-08-13,2024 Q3,2050,Importer,Medium,1607,Distributors,Small,Coffee_Beans_Imported,28.811733,25.0,720.29,516.85,0.7176,partially_compliant,203.44
INV3423510,2024-08-13,2024 Q3,2039,Importer,Large,1607,Distributors,Small,Wine_Imported,121.31623,10.67,1294.44,1254.13,0.9689,compliant,40.32
INV3423512,2024-08-13,2024 Q3,2064,Importer,Medium,1607,Distributors,Small,Beer_Imported,45.908964,3.0,137.73,132.31,0.9607,compliant,5.41
INV3425368,2024-08-13,2024 Q3,2040,Importer,Large,1608,Distributors,Small,Coffee_Beans_Imported,35.689096,25.0,892.23,502.47,0.5632,partially_compliant,389.75
INV3425371,2024-08-13,2024 Q3,2058,Importer,Medium,1608,Distributors,Small,Wine_Imported,265.323933,10.67,2831.01,2792.52,0.9864,compliant,38.49
INV3427024,2024-08-13,2024 Q3,2027,Importer,Small,1609,Distributors,Small,Wine_Imported,23.56614,10.67,251.45,240.06,0.9547,compliant,11.39
INV3427025,2024-08-13,2024 Q3,2035,Importer,Small,1609,Distributors,Small,Beer_Imported,43.482259,3.0,130.45,83.21,0.6379,partially_compliant,47.24
INV3428706,2024-08-13,2024 Q3,2051,Importer,Medium,1610,Distributors,Small,Wine_Imported,76.800089,10.67,819.46,788.76,0.9625,compliant,30.7
INV3430441,2024-08-13,2024 Q3,2038,Importer,Large,1611,Distributors,Small,Coffee_Beans_Imported,26.103474,25.0,652.59,647.83,0.9927,compliant,4.75
INV3430445,2024-08-13,2024 Q3,2071,Importer,Small,1611,Distributors,Small,Beer_Imported,60.740091,3.0,182.22,126.6,0.6948,partially_compliant,55.62
INV3430446,2024-08-13,2024 Q3,2020,Importer,Small,1611,Distributors,Small,Wine_Imported,172.486267,10.67,1840.43,1322.67,0.7187,partially_compliant,517.76
INV3432352,2024-08-13,2024 Q3,2020,Importer,Small,1612,Distributors,Small,Coffee_Beans_Imported,129.698491,25.0,3242.46,2330.28,0.7187,partially_compliant,912.18
INV3432357,2024-08-13,2024 Q3,2069,Importer,Medium,1612,Distributors,Small,Beer_Imported,178.555205,3.0,535.67,334.45,0.6244,partially_compliant,201.22
INV3432358,2024-08-13,2024 Q3,2040,Importer,Large,1612,Distributors,Small,Wine_Imported,395.742902,10.67,4222.58,2378.02,0.5632,partially_compliant,1844.56
INV3434300,2024-08-13,2024 Q3,2051,Importer,Medium,1613,Distributors,Small,Beer_Imported,31.916786,3.0,95.75,92.16,0.9625,compliant,3.59
INV3434301,2024-08-13,2024 Q3,2037,Importer,Large,1613,Distributors,Small,Wine_Imported,32.666141,10.67,348.55,12.51,0.0359,non_compliant,336.04
INV3436182,2024-08-13,2024 Q3,2017,Importer,Medium,1614,Distributors,Small,Coffee_Beans_Imported,34.515068,25.0,862.88,770.17,0.8926,partially_compliant,92.71
INV3436186,2024-08-13,2024 Q3,2064,Importer,Medium,1614,Distributors,Small,Wine_Imported,31.671234,10.67,337.93,324.65,0.9607,compliant,13.29
INV3438156,2024-08-13,2024 Q3,2057,Importer,Small,1615,Distributors,Medium,Beer_Imported,366.168042,3.0,1098.5,88.11,0.0802,non_compliant,1010.4
INV3438158,2024-08-13,2024 Q3,2052,Importer,Small,1615,Distributors,Medium,Wine_Imported,208.503474,10.67,2224.73,2130.95,0.9578,compliant,93.78
INV3440099,2024-08-13,2024 Q3,2038,Importer,Large,1616,Distributors,Small,Coffee_Beans_Imported,52.920974,25.0,1323.02,1313.38,0.9927,compliant,9.64
INV3440102,2024-08-13,2024 Q3,2028,Importer,Medium,1616,Distributors,Small,Wine_Imported,23.903415,10.67,255.05,17.78,0.0697,non_compliant,237.26
INV3441985,2024-08-13,2024 Q3,2014,Importer,Medium,1617,Distributors,Small,Coffee_Beans_Imported,8.428316,25.0,210.71,21.07,0.1,non_compliant,189.64
INV3441987,2024-08-13,2024 Q3,2027,Importer,Small,1617,Distributors,Small,Wine_Imported,163.996882,10.67,1749.85,1670.57,0.9547,compliant,79.28
INV3443868,2024-08-13,2024 Q3,2057,Importer,Small,1618,Distributors,Small,Coffee_Beans_Imported,10.655299,25.0,266.38,21.37,0.0802,non_compliant,245.02
INV3443871,2024-08-13,2024 Q3,2023,Importer,Small,1618,Distributors,Small,Beer_Imported,76.111503,3.0,228.33,173.86,0.7614,partially_compliant,54.48
INV3443872,2024-08-13,2024 Q3,2030,Importer,Small,1618,Distributors,Small,Wine_Imported,97.833756,10.67,1043.89,1043.89,1.0,compliant,0.0
INV3445838,2024-08-13,2024 Q3,2070,Importer,Small,1619,Distributors,Medium,Coffee_Beans_Imported,61.299001,25.0,1532.48,0.0,0.0,non_compliant,1532.48
INV3445841,2024-08-13,2024 Q3,2061,Importer,Small,1619,Distributors,Medium,Wine_Imported,299.721358,10.67,3198.03,0.0,0.0,non_compliant,3198.03
INV3445842,2024-08-13,2024 Q3,2057,Importer,Small,1619,Distributors,Medium,Beer_Imported,172.211472,3.0,516.63,41.44,0.0802,non_compliant,475.2
INV3447867,2024-08-13,2024 Q3,2039,Importer,Large,1620,Distributors,Medium,Coffee_Beans_Imported,61.688433,25.0,1542.21,1494.18,0.9689,compliant,48.04
INV3447871,2024-08-13,2024 Q3,2065,Importer,Small,1620,Distributors,Medium,Wine_Imported,99.137322,10.67,1057.8,1019.68,0.964,compliant,38.12
INV3449897,2024-08-13,2024 Q3,2062,Importer,Small,1621,Distributors,Large,Coffee_Beans_Imported,104.355677,25.0,2608.89,2536.24,0.9722,compliant,72.65
INV3449902,2024-08-13,2024 Q3,2061,Importer,Small,1621,Distributors,Large,Beer_Imported,31.932156,3.0,95.8,0.0,0.0,non_compliant,95.8
INV3449903,2024-08-13,2024 Q3,2030,Importer,Small,1621,Distributors,Large,Wine_Imported,389.02129,10.67,4150.86,4150.86,1.0,compliant,0.0
INV3451930,2024-08-13,2024 Q3,2043,Importer,Small,1622,Distributors,Medium,Coffee_Beans_Imported,71.564356,25.0,1789.11,1168.9,0.6533,partially_compliant,620.21
INV3451931,2024-08-13,2024 Q3,2013,Importer,Small,1622,Distributors,Medium,Wine_Imported,535.916298,10.67,5718.23,0.0,0.0,non_compliant,5718.23
INV3451933,2024-08-13,2024 Q3,2021,Importer,Small,1622,Distributors,Medium,Beer_Imported,91.125238,3.0,273.38,185.4,0.6782,partially_compliant,87.98
INV3453959,2024-08-13,2024 Q3,2049,Importer,Large,1623,Distributors,Small,Coffee_Beans_Imported,48.034253,25.0,1200.86,1157.36,0.9638,compliant,43.5
INV3453962,2024-08-13,2024 Q3,2063,Importer,Small,1623,Distributors,Small,Wine_Imported,182.983133,10.67,1952.43,32.42,0.0166,non_compliant,1920.01
INV3453963,2024-08-13,2024 Q3,2015,Importer,Small,1623,Distributors,Small,Beer_Imported,292.195076,3.0,876.59,620.62,0.708,partially_compliant,255.96
INV3455990,2024-08-13,2024 Q3,2045,Importer,Medium,1624,Distributors,Small,Coffee_Beans_Imported,40.436965,25.0,1010.92,62.71,0.062,non_compliant,948.22
INV3455991,2024-08-13,2024 Q3,2027,Importer,Small,1624,Distributors,Small,Wine_Imported,421.638152,10.67,4498.88,4295.06,0.9547,compliant,203.82
INV3455992,2024-08-13,2024 Q3,2042,Importer,Large,1624,Distributors,Small,Beer_Imported,67.481337,3.0,202.44,123.14,0.6083,partially_compliant,79.31
INV3457936,2024-08-13,2024 Q3,2052,Importer,Small,1625,Distributors,Small,Beer_Imported,79.691042,3.0,239.07,229.0,0.9578,compliant,10.08
INV3457937,2024-08-13,2024 Q3,2071,Importer,Small,1625,Distributors,Small,Wine_Imported,92.751405,10.67,989.66,687.57,0.6948,partially_compliant,302.09
INV3459816,2024-08-13,2024 Q3,2051,Importer,Medium,1626,Distributors,Medium,Coffee_Beans_Imported,116.527386,25.0,2913.18,2804.04,0.9625,compliant,109.14
INV3459821,2024-08-13,2024 Q3,2058,Importer,Medium,1626,Distributors,Medium,Wine_Imported,199.465847,10.67,2128.3,2099.37,0.9864,compliant,28.93
INV3461789,2024-08-13,2024 Q3,2036,Importer,Small,1627,Distributors,Medium,Coffee_Beans_Imported,43.161419,25.0,1079.04,1034.34,0.9586,compliant,44.69
INV3461792,2024-08-13,2024 Q3,2049,Importer,Large,1627,Distributors,Medium,Wine_Imported,327.010241,10.67,3489.2,3362.82,0.9638,compliant,126.38
INV3461793,2024-08-13,2024 Q3,2039,Importer,Large,1627,Distributors,Medium,Beer_Imported,47.612139,3.0,142.84,138.39,0.9689,compliant,4.45
INV3463818,2024-08-13,2024 Q3,2059,Importer,Small,1628,Distributors,Medium,Coffee_Beans_Imported,85.706569,25.0,2142.66,2108.07,0.9839,compliant,34.59
INV3463821,2024-08-13,2024 Q3,2062,Importer,Small,1628,Distributors,Medium,Beer_Imported,101.963285,3.0,305.89,297.37,0.9722,compliant,8.52
INV3463822,2024-08-13,2024 Q3,2072,Importer,Medium,1628,Distributors,Medium,Wine_Imported,194.670878,10.67,2077.14,2061.92,0.9927,compliant,15.22
INV3465847,2024-08-13,2024 Q3,2067,Importer,Small,1629,Distributors,Large,Coffee_Beans_Imported,98.865756,25.0,2471.64,2448.94,0.9908,compliant,22.7
INV3465851,2024-08-13,2024 Q3,2016,Importer,Medium,1629,Distributors,Large,Beer_Imported,104.113016,3.0,312.34,24.06,0.077,non_compliant,288.27
INV3465853,2024-08-13,2024 Q3,2061,Importer,Small,1629,Distributors,Large,Wine_Imported,220.741581,10.67,2355.31,0.0,0.0,non_compliant,2355.31
INV3467879,2024-08-13,2024 Q3,2057,Importer,Small,1630,Distributors,Small,Coffee_Beans_Imported,45.911376,25.0,1147.78,92.06,0.0802,non_compliant,1055.73
INV3467881,2024-08-13,2024 Q3,2016,Importer,Medium,1630,Distributors,Small,Beer_Imported,541.615781,3.0,1624.85,125.19,0.077,non_compliant,1499.66
INV3467882,2024-08-13,2024 Q3,2062,Importer,Small,1630,Distributors,Small,Wine_Imported,404.183293,10.67,4312.64,4192.54,0.9722,compliant,120.09
INV3469910,2024-08-13,2024 Q3,2054,Importer,Medium,1631,Distributors,Small,Coffee_Beans_Imported,75.58865,25.0,1889.72,1813.39,0.9596,compliant,76.33
INV3469911,2024-08-13,2024 Q3,2049,Importer,Large,1631,Distributors,Small,Wine_Imported,163.857365,10.67,1748.36,1685.03,0.9638,compliant,63.33
INV3469912,2024-08-13,2024 Q3,2017,Importer,Medium,1631,Distributors,Small,Beer_Imported,263.933963,3.0,791.8,706.73,0.8926,partially_compliant,85.07
INV3471940,2024-08-13,2024 Q3,2046,Importer,Small,1632,Distributors,Medium,Coffee_Beans_Imported,138.299713,25.0,3457.49,3457.49,1.0,compliant,0.0
INV3471941,2024-08-13,2024 Q3,2030,Importer,Small,1632,Distributors,Medium,Beer_Imported,147.63884,3.0,442.92,442.92,1.0,compliant,0.0
INV3471943,2024-08-13,2024 Q3,2041,Importer,Large,1632,Distributors,Medium,Wine_Imported,164.131625,10.67,1751.28,1699.15,0.9702,compliant,52.13
INV3473882,2024-08-13,2024 Q3,2061,Importer,Small,1633,Distributors,Medium,Coffee_Beans_Imported,68.655432,25.0,1716.39,0.0,0.0,non_compliant,1716.39
INV3473886,2024-08-13,2024 Q3,2048,Importer,Small,1633,Distributors,Medium,Wine_Imported,204.283031,10.67,2179.7,2160.22,0.9911,compliant,19.48
INV3473887,2024-08-13,2024 Q3,2064,Importer,Medium,1633,Distributors,Medium,Beer_Imported,137.383784,3.0,412.15,395.95,0.9607,compliant,16.2
INV3475680,2024-08-13,2024 Q3,2048,Importer,Small,1634,Distributors,Small,Coffee_Beans_Imported,33.480017,25.0,837.0,829.52,0.9911,compliant,7.48
INV3475685,2024-08-13,2024 Q3,2018,Importer,Small,1634,Distributors,Small,Wine_Imported,190.023057,10.67,2027.55,1975.79,0.9745,compliant,51.76
INV3475686,2024-08-13,2024 Q3,2015,Importer,Small,1634,Distributors,Small,Beer_Imported,46.043489,3.0,138.13,97.8,0.708,partially_compliant,40.33
INV3477594,2024-08-13,2024 Q3,2028,Importer,Medium,1635,Distributors,Small,Coffee_Beans_Imported,19.188,25.0,479.7,33.45,0.0697,non_compliant,446.25
INV3477596,2024-08-13,2024 Q3,2061,Importer,Small,1635,Distributors,Small,Beer_Imported,106.571,3.0,319.71,0.0,0.0,non_compliant,319.71
INV3477598,2024-08-13,2024 Q3,2044,Importer,Small,1635,Distributors,Small,Wine_Imported,49.889,10.67,532.32,522.04,0.9807,compliant,10.28
INV3479626,2024-08-13,2024 Q3,2036,Importer,Small,1636,Distributors,Medium,Wine_Imported,246.189112,10.67,2626.84,2518.03,0.9586,compliant,108.8
INV3479627,2024-08-13,2024 Q3,2070,Importer,Small,1636,Distributors,Medium,Beer_Imported,224.406334,3.0,673.22,0.0,0.0,non_compliant,673.22
INV3481652,2024-08-13,2024 Q3,2029,Importer,Medium,1637,Distributors,Medium,Coffee_Beans_Imported,47.57099,25.0,1189.27,38.64,0.0325,non_compliant,1150.63
INV3481656,2024-08-13,2024 Q3,2018,Importer,Small,1637,Distributors,Medium,Beer_Imported,222.420735,3.0,667.26,650.23,0.9745,compliant,17.03
INV3481658,2024-08-13,2024 Q3,2064,Importer,Medium,1637,Distributors,Medium,Wine_Imported,60.259757,10.67,642.97,617.69,0.9607,compliant,25.28
INV3483598,2024-08-13,2024 Q3,2039,Importer,Large,1638,Distributors,Small,Coffee_Beans_Imported,48.456683,25.0,1211.42,1173.69,0.9689,compliant,37.73
INV3483601,2024-08-13,2024 Q3,2032,Importer,Small,1638,Distributors,Small,Wine_Imported,366.151845,10.67,3906.84,2664.4,0.682,partially_compliant,1242.45
INV3485566,2024-08-13,2024 Q3,2046,Importer,Small,1639,Distributors,Medium,Coffee_Beans_Imported,89.003769,25.0,2225.09,2225.09,1.0,compliant,0.0
INV3485572,2024-08-13,2024 Q3,2056,Importer,Small,1639,Distributors,Medium,Wine_Imported,313.392688,10.67,3343.9,3268.72,0.9775,compliant,75.18
INV3487597,2024-08-13,2024 Q3,2033,Importer,Small,1640,Distributors,Large,Coffee_Beans_Imported,92.656548,25.0,2316.41,2291.33,0.9892,compliant,25.08
INV3487602,2024-08-13,2024 Q3,2036,Importer,Small,1640,Distributors,Large,Beer_Imported,417.233406,3.0,1251.7,1199.85,0.9586,compliant,51.85
INV3487603,2024-08-13,2024 Q3,2050,Importer,Medium,1640,Distributors,Large,Wine_Imported,280.220617,10.67,2989.95,2145.47,0.7176,partially_compliant,844.49
INV3489541,2024-08-13,2024 Q3,2059,Importer,Small,1641,Distributors,Medium,Coffee_Beans_Imported,37.496181,25.0,937.4,922.27,0.9839,compliant,15.13
INV3489547,2024-08-13,2024 Q3,2029,Importer,Medium,1641,Distributors,Medium,Wine_Imported,150.423883,10.67,1605.02,52.15,0.0325,non_compliant,1552.87
INV3491427,2024-08-13,2024 Q3,2058,Importer,Medium,1642,Distributors,Small,Coffee_Beans_Imported,23.422397,25.0,585.56,577.6,0.9864,compliant,7.96
INV3493397,2024-08-13,2024 Q3,2060,Importer,Medium,1643,Distributors,Medium,Coffee_Beans_Imported,132.661012,25.0,3316.53,3167.59,0.9551,compliant,148.94
INV3493401,2024-08-13,2024 Q3,2062,Importer,Small,1643,Distributors,Medium,Wine_Imported,453.401687,10.67,4837.8,4703.08,0.9722,compliant,134.72
INV3493402,2024-08-13,2024 Q3,2049,Importer,Large,1643,Distributors,Medium,Beer_Imported,248.900649,3.0,746.7,719.66,0.9638,compliant,27.05
INV3495175,2024-08-13,2024 Q3,2038,Importer,Large,1644,Distributors,Small,Wine_Imported,158.057737,10.67,1686.48,1674.19,0.9927,compliant,12.29
INV3497024,2024-08-13,2024 Q3,2058,Importer,Medium,1645,Distributors,Large,Coffee_Beans_Imported,43.897963,25.0,1097.45,1082.53,0.9864,compliant,14.92
INV3497026,2024-08-13,2024 Q3,2054,Importer,Medium,1645,Distributors,Large,Beer_Imported,253.490741,3.0,760.47,729.76,0.9596,compliant,30.72
INV3497027,2024-08-13,2024 Q3,2069,Importer,Medium,1645,Distributors,Large,Wine_Imported,214.336699,10.67,2286.97,1427.89,0.6244,partially_compliant,859.08
INV3498971,2024-08-13,2024 Q3,2021,Importer,Small,1646,Distributors,Small,Beer_Imported,117.802197,3.0,353.41,239.68,0.6782,partially_compliant,113.73
INV3498972,2024-08-13,2024 Q3,2040,Importer,Large,1646,Distributors,Small,Wine_Imported,124.559754,10.67,1329.05,748.48,0.5632,partially_compliant,580.57
INV3500940,2024-08-13,2024 Q3,2045,Importer,Medium,1647,Distributors,Large,Coffee_Beans_Imported,94.251616,25.0,2356.29,146.16,0.062,non_compliant,2210.13
INV3500942,2024-08-13,2024 Q3,2070,Importer,Small,1647,Distributors,Large,Beer_Imported,424.546859,3.0,1273.64,0.0,0.0,non_compliant,1273.64
INV3500943,2024-08-13,2024 Q3,2028,Importer,Medium,1647,Distributors,Large,Wine_Imported,128.67306,10.67,1372.94,95.74,0.0697,non_compliant,1277.2
INV3502967,2024-08-13,2024 Q3,2013,Importer,Small,1648,Distributors,Small,Coffee_Beans_Imported,89.761717,25.0,2244.04,0.0,0.0,non_compliant,2244.04
INV3502972,2024-08-13,2024 Q3,2017,Importer,Medium,1648,Distributors,Small,Wine_Imported,196.40829,10.67,2095.68,1870.52,0.8926,partially_compliant,225.16
INV3502973,2024-08-13,2024 Q3,2066,Importer,Large,1648,Distributors,Small,Beer_Imported,147.405343,3.0,442.22,436.17,0.9863,compliant,6.04
INV3504997,2024-08-13,2024 Q3,2057,Importer,Small,1649,Distributors,Medium,Coffee_Beans_Imported,40.75553,25.0,1018.89,81.72,0.0802,non_compliant,937.17
INV3505001,2024-08-13,2024 Q3,2050,Importer,Medium,1649,Distributors,Medium,Beer_Imported,340.413266,3.0,1021.24,732.8,0.7176,partially_compliant,288.44
INV3505002,2024-08-13,2024 Q3,2037,Importer,Large,1649,Distributors,Medium,Wine_Imported,258.347924,10.67,2756.57,98.96,0.0359,non_compliant,2657.62
INV3507027,2024-08-13,2024 Q3,2016,Importer,Medium,1650,Distributors,Large,Coffee_Beans_Imported,119.136733,25.0,2978.42,229.48,0.077,non_compliant,2748.94
INV3507032,2024-08-13,2024 Q3,2069,Importer,Medium,1650,Distributors,Large,Beer_Imported,108.80115,3.0,326.4,203.79,0.6244,partially_compliant,122.61
INV3507033,2024-08-13,2024 Q3,2018,Importer,Small,1650,Distributors,Large,Wine_Imported,120.807482,10.67,1289.02,1256.11,0.9745,compliant,32.91
INV3509057,2024-08-13,2024 Q3,2066,Importer,Large,1651,Distributors,Medium,Coffee_Beans_Imported,106.098919,25.0,2652.47,2616.23,0.9863,compliant,36.25
INV3509062,2024-08-13,2024 Q3,2066,Importer,Large,1651,Distributors,Medium,Wine_Imported,249.876982,10.67,2666.19,2629.75,0.9863,compliant,36.43
INV3509063,2024-08-13,2024 Q3,2067,Importer,Small,1651,Distributors,Medium,Beer_Imported,103.766648,3.0,311.3,308.44,0.9908,compliant,2.86
INV3511086,2024-08-13,2024 Q3,2023,Importer,Small,1652,Distributors,Large,Coffee_Beans_Imported,54.580762,25.0,1364.52,1038.96,0.7614,partially_compliant,325.56
INV3511091,2024-08-13,2024 Q3,2071,Importer,Small,1652,Distributors,Large,Beer_Imported,142.234303,3.0,426.7,296.45,0.6948,partially_compliant,130.25
INV3511093,2024-08-13,2024 Q3,2017,Importer,Medium,1652,Distributors,Large,Wine_Imported,127.888017,10.67,1364.57,1217.96,0.8926,partially_compliant,146.61
INV3512950,2024-08-13,2024 Q3,2031,Importer,Medium,1653,Distributors,Small,Coffee_Beans_Imported,3.101,25.0,77.53,75.82,0.9781,compliant,1.7
INV3512951,2024-08-13,2024 Q3,2055,Importer,Small,1653,Distributors,Small,Wine_Imported,37.871,10.67,404.08,399.97,0.9898,compliant,4.11
INV3514687,2024-08-13,2024 Q3,2022,Importer,Small,1654,Distributors,Small,Coffee_Beans_Imported,5.476112,25.0,136.9,0.0,0.0,non_compliant,136.9
INV3514690,2024-08-13,2024 Q3,2015,Importer,Small,1654,Distributors,Small,Wine_Imported,58.751654,10.67,626.88,443.83,0.708,partially_compliant,183.05
INV3514691,2024-08-13,2024 Q3,2039,Importer,Large,1654,Distributors,Small,Beer_Imported,127.27441,3.0,381.82,369.93,0.9689,compliant,11.89
INV3516597,2024-08-13,2024 Q3,2033,Importer,Small,1655,Distributors,Small,Coffee_Beans_Imported,22.979352,25.0,574.48,568.26,0.9892,compliant,6.22
INV3516602,2024-08-13,2024 Q3,2038,Importer,Large,1655,Distributors,Small,Beer_Imported,203.813599,3.0,611.44,606.99,0.9927,compliant,4.46
INV3516603,2024-08-13,2024 Q3,2014,Importer,Medium,1655,Distributors,Small,Wine_Imported,207.913886,10.67,2218.44,221.84,0.1,non_compliant,1996.6
INV3518630,2024-08-13,2024 Q3,2059,Importer,Small,1656,Distributors,Small,Coffee_Beans_Imported,44.961434,25.0,1124.04,1105.89,0.9839,compliant,18.15
INV3518632,2024-08-13,2024 Q3,2037,Importer,Large,1656,Distributors,Small,Wine_Imported,130.828768,10.67,1395.94,50.11,0.0359,non_compliant,1345.83
INV3518633,2024-08-13,2024 Q3,2045,Importer,Medium,1656,Distributors,Small,Beer_Imported,176.106257,3.0,528.32,32.77,0.062,non_compliant,495.55
INV3520486,2024-08-13,2024 Q3,2052,Importer,Small,1657,Distributors,Small,Coffee_Beans_Imported,66.569391,25.0,1664.23,1594.08,0.9578,compliant,70.15
INV3520491,2024-08-13,2024 Q3,2056,Importer,Small,1657,Distributors,Small,Wine_Imported,162.587193,10.67,1734.81,1695.8,0.9775,compliant,39.0
INV3522229,2024-08-13,2024 Q3,2033,Importer,Small,1658,Distributors,Small,Coffee_Beans_Imported,40.360376,25.0,1009.01,998.08,0.9892,compliant,10.93
INV3522231,2024-08-13,2024 Q3,2018,Importer,Small,1658,Distributors,Small,Beer_Imported,61.13689,3.0,183.41,178.73,0.9745,compliant,4.68
INV3524139,2024-08-13,2024 Q3,2035,Importer,Small,1659,Distributors,Small,Coffee_Beans_Imported,73.64838,25.0,1841.21,1174.5,0.6379,partially_compliant,666.71
INV3524142,2024-08-13,2024 Q3,2051,Importer,Medium,1659,Distributors,Small,Beer_Imported,68.486104,3.0,205.46,197.76,0.9625,compliant,7.7
INV3524143,2024-08-13,2024 Q3,2060,Importer,Medium,1659,Distributors,Small,Wine_Imported,22.460859,10.67,239.66,228.89,0.9551,compliant,10.76
INV3526081,2024-08-13,2024 Q3,2014,Importer,Medium,1660,Distributors,Small,Coffee_Beans_Imported,56.146459,25.0,1403.66,140.37,0.1,non_compliant,1263.3
INV3526087,2024-08-13,2024 Q3,2038,Importer,Large,1660,Distributors,Small,Beer_Imported,37.709282,3.0,113.13,112.3,0.9927,compliant,0.82
INV3528051,2024-08-13,2024 Q3,2049,Importer,Large,1661,Distributors,Small,Coffee_Beans_Imported,21.301023,25.0,532.53,513.24,0.9638,compliant,19.29
INV3528056,2024-08-13,2024 Q3,2051,Importer,Medium,1661,Distributors,Small,Beer_Imported,71.25325,3.0,213.76,205.75,0.9625,compliant,8.01
INV3528058,2024-08-13,2024 Q3,2040,Importer,Large,1661,Distributors,Small,Wine_Imported,156.089011,10.67,1665.47,937.94,0.5632,partially_compliant,727.53
INV3530082,2024-08-13,2024 Q3,2048,Importer,Small,1662,Distributors,Medium,Coffee_Beans_Imported,57.829402,25.0,1445.74,1432.81,0.9911,compliant,12.92
INV3530086,2024-08-13,2024 Q3,2056,Importer,Small,1662,Distributors,Medium,Beer_Imported,209.600611,3.0,628.8,614.66,0.9775,compliant,14.14
INV3530088,2024-08-13,2024 Q3,2056,Importer,Small,1662,Distributors,Medium,Wine_Imported,94.610456,10.67,1009.49,986.8,0.9775,compliant,22.7
INV3532114,2024-08-13,2024 Q3,2046,Importer,Small,1663,Distributors,Small,Coffee_Beans_Imported,74.530402,25.0,1863.26,1863.26,1.0,compliant,0.0
INV3532117,2024-08-13,2024 Q3,2015,Importer,Small,1663,Distributors,Small,Beer_Imported,54.881058,3.0,164.64,116.57,0.708,partially_compliant,48.08
INV3532118,2024-08-13,2024 Q3,2028,Importer,Medium,1663,Distributors,Small,Wine_Imported,46.259999,10.67,493.59,34.42,0.0697,non_compliant,459.18
